    1,doctor1                                          ,Speci2             ,   1001.00,9000000001    ,  2,Qualification2                                   ,D
 5143,doctor5143                                       ,Speci4             ,   1003.00,9000005143    ,  4,Qualification4                                   ,D
 5144,doctor5144                                       ,Speci5             ,   1004.00,9000005144    ,  5,Qualification5                                   ,A
 5145,doctor5145                                       ,Speci6             ,   1005.00,9000005145    ,  6,Qualification6                                   ,D
 5146,doctor5146                                       ,Speci7             ,   1006.00,9000005146    ,  7,Qualification7                                   ,A
 5147,doctor5147                                       ,Speci8             ,   1007.00,9000005147    ,  8,Qualification8                                   ,D
 5148,doctor5148                                       ,Speci9             ,   1008.00,9000005148    ,  9,Qualification9                                   ,A
 5149,doctor5149                                       ,Speci10            ,   1009.00,9000005149    , 10,Qualification10                                  ,D
 5150,doctor5150                                       ,Speci1             ,   1000.00,9000005150    ,  1,Qualification1                                   ,A
 5151,doctor5151                                       ,Speci2             ,   1001.00,9000005151    ,  2,Qualification2                                   ,D
 5152,doctor5152                                       ,Speci3             ,   1002.00,9000005152    ,  3,Qualification3                                   ,A
 5153,doctor5153                                       ,Speci4             ,   1003.00,9000005153    ,  4,Qualification4                                   ,D
 5154,doctor5154                                       ,Speci5             ,   1004.00,9000005154    ,  5,Qualification5                                   ,A
 5155,doctor5155                                       ,Speci6             ,   1005.00,9000005155    ,  6,Qualification6                                   ,D
 5156,doctor5156                                       ,Speci7             ,   1006.00,9000005156    ,  7,Qualification7                                   ,A
 5157,doctor5157                                       ,Speci8             ,   1007.00,9000005157    ,  8,Qualification8                                   ,D
 5158,doctor5158                                       ,Speci9             ,   1008.00,9000005158    ,  9,Qualification9                                   ,A
 5159,doctor5159                                       ,Speci10            ,   1009.00,9000005159    , 10,Qualification10                                  ,D
 5160,doctor5160                                       ,Speci1             ,   1000.00,9000005160    ,  1,Qualification1                                   ,A
 5161,doctor5161                                       ,Speci2             ,   1001.00,9000005161    ,  2,Qualification2                                   ,D
 5162,doctor5162                                       ,Speci3             ,   1002.00,9000005162    ,  3,Qualification3                                   ,A
 5163,doctor5163                                       ,Speci4             ,   1003.00,9000005163    ,  4,Qualification4                                   ,D
 5164,doctor5164                                       ,Speci5             ,   1004.00,9000005164    ,  5,Qualification5                                   ,A
 5165,doctor5165                                       ,Speci6             ,   1005.00,9000005165    ,  6,Qualification6                                   ,D
 5166,doctor5166                                       ,Speci7             ,   1006.00,9000005166    ,  7,Qualification7                                   ,A
 5167,doctor5167                                       ,Speci8             ,   1007.00,9000005167    ,  8,Qualification8                                   ,D
 5168,doctor5168                                       ,Speci9             ,   1008.00,9000005168    ,  9,Qualification9                                   ,A
 5169,doctor5169                                       ,Speci10            ,   1009.00,9000005169    , 10,Qualification10                                  ,D
 5170,doctor5170                                       ,Speci1             ,   1000.00,9000005170    ,  1,Qualification1                                   ,A
 5171,doctor5171                                       ,Speci2             ,   1001.00,9000005171    ,  2,Qualification2                                   ,D
 5172,doctor5172                                       ,Speci3             ,   1002.00,9000005172    ,  3,Qualification3                                   ,A
 5173,doctor5173                                       ,Speci4             ,   1003.00,9000005173    ,  4,Qualification4                                   ,D
 5174,doctor5174                                       ,Speci5             ,   1004.00,9000005174    ,  5,Qualification5                                   ,A
 5175,doctor5175                                       ,Speci6             ,   1005.00,9000005175    ,  6,Qualification6                                   ,D
 5176,doctor5176                                       ,Speci7             ,   1006.00,9000005176    ,  7,Qualification7                                   ,A
 5177,doctor5177                                       ,Speci8             ,   1007.00,9000005177    ,  8,Qualification8                                   ,D
 5178,doctor5178                                       ,Speci9             ,   1008.00,9000005178    ,  9,Qualification9                                   ,A
 5179,doctor5179                                       ,Speci10            ,   1009.00,9000005179    , 10,Qualification10                                  ,D
 5180,doctor5180                                       ,Speci1             ,   1000.00,9000005180    ,  1,Qualification1                                   ,A
 5181,doctor5181                                       ,Speci2             ,   1001.00,9000005181    ,  2,Qualification2                                   ,D
 5182,doctor5182                                       ,Speci3             ,   1002.00,9000005182    ,  3,Qualification3                                   ,A
 5183,doctor5183                                       ,Speci4             ,   1003.00,9000005183    ,  4,Qualification4                                   ,D
 5184,doctor5184                                       ,Speci5             ,   1004.00,9000005184    ,  5,Qualification5                                   ,A
 5185,doctor5185                                       ,Speci6             ,   1005.00,9000005185    ,  6,Qualification6                                   ,D
 5186,doctor5186                                       ,Speci7             ,   1006.00,9000005186    ,  7,Qualification7                                   ,A
 5187,doctor5187                                       ,Speci8             ,   1007.00,9000005187    ,  8,Qualification8                                   ,D
 5188,doctor5188                                       ,Speci9             ,   1008.00,9000005188    ,  9,Qualification9                                   ,A
 5189,doctor5189                                       ,Speci10            ,   1009.00,9000005189    , 10,Qualification10                                  ,D
 5190,doctor5190                                       ,Speci1             ,   1000.00,9000005190    ,  1,Qualification1                                   ,A
 5191,doctor5191                                       ,Speci2             ,   1001.00,9000005191    ,  2,Qualification2                                   ,D
 5192,doctor5192                                       ,Speci3             ,   1002.00,9000005192    ,  3,Qualification3                                   ,A
 5193,doctor5193                                       ,Speci4             ,   1003.00,9000005193    ,  4,Qualification4                                   ,D
 5194,doctor5194                                       ,Speci5             ,   1004.00,9000005194    ,  5,Qualification5                                   ,A
 5195,doctor5195                                       ,Speci6             ,   1005.00,9000005195    ,  6,Qualification6                                   ,D
 5196,doctor5196                                       ,Speci7             ,   1006.00,9000005196    ,  7,Qualification7                                   ,A
 5197,doctor5197                                       ,Speci8             ,   1007.00,9000005197    ,  8,Qualification8                                   ,D
 5198,doctor5198                                       ,Speci9             ,   1008.00,9000005198    ,  9,Qualification9                                   ,A
 5199,doctor5199                                       ,Speci10            ,   1009.00,9000005199    , 10,Qualification10                                  ,D
 5200,doctor5200                                       ,Speci1             ,   1000.00,9000005200    ,  1,Qualification1                                   ,A
 5201,doctor5201                                       ,Speci2             ,   1001.00,9000005201    ,  2,Qualification2                                   ,D
 5202,doctor5202                                       ,Speci3             ,   1002.00,9000005202    ,  3,Qualification3                                   ,A
 5203,doctor5203                                       ,Speci4             ,   1003.00,9000005203    ,  4,Qualification4                                   ,D
 5204,doctor5204                                       ,Speci5             ,   1004.00,9000005204    ,  5,Qualification5                                   ,A
 5205,doctor5205                                       ,Speci6             ,   1005.00,9000005205    ,  6,Qualification6                                   ,D
 5206,doctor5206                                       ,Speci7             ,   1006.00,9000005206    ,  7,Qualification7                                   ,A
 5207,doctor5207                                       ,Speci8             ,   1007.00,9000005207    ,  8,Qualification8                                   ,D
 5208,doctor5208                                       ,Speci9             ,   1008.00,9000005208    ,  9,Qualification9                                   ,A
 5209,doctor5209                                       ,Speci10            ,   1009.00,9000005209    , 10,Qualification10                                  ,D
 5210,doctor5210                                       ,Speci1             ,   1000.00,9000005210    ,  1,Qualification1                                   ,A
 5211,doctor5211                                       ,Speci2             ,   1001.00,9000005211    ,  2,Qualification2                                   ,D
 5212,doctor5212                                       ,Speci3             ,   1002.00,9000005212    ,  3,Qualification3                                   ,A
 5213,doctor5213                                       ,Speci4             ,   1003.00,9000005213    ,  4,Qualification4                                   ,D
 5214,doctor5214                                       ,Speci5             ,   1004.00,9000005214    ,  5,Qualification5                                   ,A
 5215,doctor5215                                       ,Speci6             ,   1005.00,9000005215    ,  6,Qualification6                                   ,D
 5216,doctor5216                                       ,Speci7             ,   1006.00,9000005216    ,  7,Qualification7                                   ,A
 5217,doctor5217                                       ,Speci8             ,   1007.00,9000005217    ,  8,Qualification8                                   ,D
 5218,doctor5218                                       ,Speci9             ,   1008.00,9000005218    ,  9,Qualification9                                   ,A
 5219,doctor5219                                       ,Speci10            ,   1009.00,9000005219    , 10,Qualification10                                  ,D
 5220,doctor5220                                       ,Speci1             ,   1000.00,9000005220    ,  1,Qualification1                                   ,A
 5221,doctor5221                                       ,Speci2             ,   1001.00,9000005221    ,  2,Qualification2                                   ,D
 5222,doctor5222                                       ,Speci3             ,   1002.00,9000005222    ,  3,Qualification3                                   ,A
 5223,doctor5223                                       ,Speci4             ,   1003.00,9000005223    ,  4,Qualification4                                   ,D
 5224,doctor5224                                       ,Speci5             ,   1004.00,9000005224    ,  5,Qualification5                                   ,A
 5225,doctor5225                                       ,Speci6             ,   1005.00,9000005225    ,  6,Qualification6                                   ,D
 5226,doctor5226                                       ,Speci7             ,   1006.00,9000005226    ,  7,Qualification7                                   ,A
 5227,doctor5227                                       ,Speci8             ,   1007.00,9000005227    ,  8,Qualification8                                   ,D
 5228,doctor5228                                       ,Speci9             ,   1008.00,9000005228    ,  9,Qualification9                                   ,A
 5229,doctor5229                                       ,Speci10            ,   1009.00,9000005229    , 10,Qualification10                                  ,D
 5230,doctor5230                                       ,Speci1             ,   1000.00,9000005230    ,  1,Qualification1                                   ,A
 5231,doctor5231                                       ,Speci2             ,   1001.00,9000005231    ,  2,Qualification2                                   ,D
 5232,doctor5232                                       ,Speci3             ,   1002.00,9000005232    ,  3,Qualification3                                   ,A
 5233,doctor5233                                       ,Speci4             ,   1003.00,9000005233    ,  4,Qualification4                                   ,D
 5234,doctor5234                                       ,Speci5             ,   1004.00,9000005234    ,  5,Qualification5                                   ,A
 5235,doctor5235                                       ,Speci6             ,   1005.00,9000005235    ,  6,Qualification6                                   ,D
 5236,doctor5236                                       ,Speci7             ,   1006.00,9000005236    ,  7,Qualification7                                   ,A
 5237,doctor5237                                       ,Speci8             ,   1007.00,9000005237    ,  8,Qualification8                                   ,D
 5238,doctor5238                                       ,Speci9             ,   1008.00,9000005238    ,  9,Qualification9                                   ,A
 5239,doctor5239                                       ,Speci10            ,   1009.00,9000005239    , 10,Qualification10                                  ,D
 5240,doctor5240                                       ,Speci1             ,   1000.00,9000005240    ,  1,Qualification1                                   ,A
 5241,doctor5241                                       ,Speci2             ,   1001.00,9000005241    ,  2,Qualification2                                   ,D
 5242,doctor5242                                       ,Speci3             ,   1002.00,9000005242    ,  3,Qualification3                                   ,A
 5243,doctor5243                                       ,Speci4             ,   1003.00,9000005243    ,  4,Qualification4                                   ,D
 5244,doctor5244                                       ,Speci5             ,   1004.00,9000005244    ,  5,Qualification5                                   ,A
 5245,doctor5245                                       ,Speci6             ,   1005.00,9000005245    ,  6,Qualification6                                   ,D
 5246,doctor5246                                       ,Speci7             ,   1006.00,9000005246    ,  7,Qualification7                                   ,A
 5247,doctor5247                                       ,Speci8             ,   1007.00,9000005247    ,  8,Qualification8                                   ,D
 5248,doctor5248                                       ,Speci9             ,   1008.00,9000005248    ,  9,Qualification9                                   ,A
 5249,doctor5249                                       ,Speci10            ,   1009.00,9000005249    , 10,Qualification10                                  ,D
 5250,doctor5250                                       ,Speci1             ,   1000.00,9000005250    ,  1,Qualification1                                   ,A
 5251,doctor5251                                       ,Speci2             ,   1001.00,9000005251    ,  2,Qualification2                                   ,D
 5252,doctor5252                                       ,Speci3             ,   1002.00,9000005252    ,  3,Qualification3                                   ,A
 5253,doctor5253                                       ,Speci4             ,   1003.00,9000005253    ,  4,Qualification4                                   ,D
 5254,doctor5254                                       ,Speci5             ,   1004.00,9000005254    ,  5,Qualification5                                   ,A
 5255,doctor5255                                       ,Speci6             ,   1005.00,9000005255    ,  6,Qualification6                                   ,D
 5256,doctor5256                                       ,Speci7             ,   1006.00,9000005256    ,  7,Qualification7                                   ,A
 5257,doctor5257                                       ,Speci8             ,   1007.00,9000005257    ,  8,Qualification8                                   ,D
 5258,doctor5258                                       ,Speci9             ,   1008.00,9000005258    ,  9,Qualification9                                   ,A
 5259,doctor5259                                       ,Speci10            ,   1009.00,9000005259    , 10,Qualification10                                  ,D
 5260,doctor5260                                       ,Speci1             ,   1000.00,9000005260    ,  1,Qualification1                                   ,A
 5261,doctor5261                                       ,Speci2             ,   1001.00,9000005261    ,  2,Qualification2                                   ,D
 5262,doctor5262                                       ,Speci3             ,   1002.00,9000005262    ,  3,Qualification3                                   ,A
 5263,doctor5263                                       ,Speci4             ,   1003.00,9000005263    ,  4,Qualification4                                   ,D
 5264,doctor5264                                       ,Speci5             ,   1004.00,9000005264    ,  5,Qualification5                                   ,A
 5265,doctor5265                                       ,Speci6             ,   1005.00,9000005265    ,  6,Qualification6                                   ,D
 5266,doctor5266                                       ,Speci7             ,   1006.00,9000005266    ,  7,Qualification7                                   ,A
 5267,doctor5267                                       ,Speci8             ,   1007.00,9000005267    ,  8,Qualification8                                   ,D
 5268,doctor5268                                       ,Speci9             ,   1008.00,9000005268    ,  9,Qualification9                                   ,A
 5269,doctor5269                                       ,Speci10            ,   1009.00,9000005269    , 10,Qualification10                                  ,D
 5270,doctor5270                                       ,Speci1             ,   1000.00,9000005270    ,  1,Qualification1                                   ,A
 5271,doctor5271                                       ,Speci2             ,   1001.00,9000005271    ,  2,Qualification2                                   ,D
 5272,doctor5272                                       ,Speci3             ,   1002.00,9000005272    ,  3,Qualification3                                   ,A
 5273,doctor5273                                       ,Speci4             ,   1003.00,9000005273    ,  4,Qualification4                                   ,D
 5274,doctor5274                                       ,Speci5             ,   1004.00,9000005274    ,  5,Qualification5                                   ,A
 5275,doctor5275                                       ,Speci6             ,   1005.00,9000005275    ,  6,Qualification6                                   ,D
 5276,doctor5276                                       ,Speci7             ,   1006.00,9000005276    ,  7,Qualification7                                   ,A
 5277,doctor5277                                       ,Speci8             ,   1007.00,9000005277    ,  8,Qualification8                                   ,D
 5278,doctor5278                                       ,Speci9             ,   1008.00,9000005278    ,  9,Qualification9                                   ,A
 5279,doctor5279                                       ,Speci10            ,   1009.00,9000005279    , 10,Qualification10                                  ,D
 5280,doctor5280                                       ,Speci1             ,   1000.00,9000005280    ,  1,Qualification1                                   ,A
 5281,doctor5281                                       ,Speci2             ,   1001.00,9000005281    ,  2,Qualification2                                   ,D
 5282,doctor5282                                       ,Speci3             ,   1002.00,9000005282    ,  3,Qualification3                                   ,A
 5283,doctor5283                                       ,Speci4             ,   1003.00,9000005283    ,  4,Qualification4                                   ,D
 5284,doctor5284                                       ,Speci5             ,   1004.00,9000005284    ,  5,Qualification5                                   ,A
 5285,doctor5285                                       ,Speci6             ,   1005.00,9000005285    ,  6,Qualification6                                   ,D
 5286,doctor5286                                       ,Speci7             ,   1006.00,9000005286    ,  7,Qualification7                                   ,A
 5287,doctor5287                                       ,Speci8             ,   1007.00,9000005287    ,  8,Qualification8                                   ,D
 5288,doctor5288                                       ,Speci9             ,   1008.00,9000005288    ,  9,Qualification9                                   ,A
 5289,doctor5289                                       ,Speci10            ,   1009.00,9000005289    , 10,Qualification10                                  ,D
 5290,doctor5290                                       ,Speci1             ,   1000.00,9000005290    ,  1,Qualification1                                   ,A
 5291,doctor5291                                       ,Speci2             ,   1001.00,9000005291    ,  2,Qualification2                                   ,D
 5292,doctor5292                                       ,Speci3             ,   1002.00,9000005292    ,  3,Qualification3                                   ,A
 5293,doctor5293                                       ,Speci4             ,   1003.00,9000005293    ,  4,Qualification4                                   ,D
 5294,doctor5294                                       ,Speci5             ,   1004.00,9000005294    ,  5,Qualification5                                   ,A
 5295,doctor5295                                       ,Speci6             ,   1005.00,9000005295    ,  6,Qualification6                                   ,D
 5296,doctor5296                                       ,Speci7             ,   1006.00,9000005296    ,  7,Qualification7                                   ,A
 5297,doctor5297                                       ,Speci8             ,   1007.00,9000005297    ,  8,Qualification8                                   ,D
 5298,doctor5298                                       ,Speci9             ,   1008.00,9000005298    ,  9,Qualification9                                   ,A
 5299,doctor5299                                       ,Speci10            ,   1009.00,9000005299    , 10,Qualification10                                  ,D
 5300,doctor5300                                       ,Speci1             ,   1000.00,9000005300    ,  1,Qualification1                                   ,A
 5301,doctor5301                                       ,Speci2             ,   1001.00,9000005301    ,  2,Qualification2                                   ,D
 5302,doctor5302                                       ,Speci3             ,   1002.00,9000005302    ,  3,Qualification3                                   ,A
 5303,doctor5303                                       ,Speci4             ,   1003.00,9000005303    ,  4,Qualification4                                   ,D
 5304,doctor5304                                       ,Speci5             ,   1004.00,9000005304    ,  5,Qualification5                                   ,A
 5305,doctor5305                                       ,Speci6             ,   1005.00,9000005305    ,  6,Qualification6                                   ,D
 5306,doctor5306                                       ,Speci7             ,   1006.00,9000005306    ,  7,Qualification7                                   ,A
 5307,doctor5307                                       ,Speci8             ,   1007.00,9000005307    ,  8,Qualification8                                   ,D
 5308,doctor5308                                       ,Speci9             ,   1008.00,9000005308    ,  9,Qualification9                                   ,A
 5309,doctor5309                                       ,Speci10            ,   1009.00,9000005309    , 10,Qualification10                                  ,D
 5310,doctor5310                                       ,Speci1             ,   1000.00,9000005310    ,  1,Qualification1                                   ,A
 5311,doctor5311                                       ,Speci2             ,   1001.00,9000005311    ,  2,Qualification2                                   ,D
 5312,doctor5312                                       ,Speci3             ,   1002.00,9000005312    ,  3,Qualification3                                   ,A
 5313,doctor5313                                       ,Speci4             ,   1003.00,9000005313    ,  4,Qualification4                                   ,D
 5314,doctor5314                                       ,Speci5             ,   1004.00,9000005314    ,  5,Qualification5                                   ,A
 5315,doctor5315                                       ,Speci6             ,   1005.00,9000005315    ,  6,Qualification6                                   ,D
 5316,doctor5316                                       ,Speci7             ,   1006.00,9000005316    ,  7,Qualification7                                   ,A
 5317,doctor5317                                       ,Speci8             ,   1007.00,9000005317    ,  8,Qualification8                                   ,D
 5318,doctor5318                                       ,Speci9             ,   1008.00,9000005318    ,  9,Qualification9                                   ,A
 5319,doctor5319                                       ,Speci10            ,   1009.00,9000005319    , 10,Qualification10                                  ,D
 5320,doctor5320                                       ,Speci1             ,   1000.00,9000005320    ,  1,Qualification1                                   ,A
 5321,doctor5321                                       ,Speci2             ,   1001.00,9000005321    ,  2,Qualification2                                   ,D
 5322,doctor5322                                       ,Speci3             ,   1002.00,9000005322    ,  3,Qualification3                                   ,A
 5323,doctor5323                                       ,Speci4             ,   1003.00,9000005323    ,  4,Qualification4                                   ,D
 5324,doctor5324                                       ,Speci5             ,   1004.00,9000005324    ,  5,Qualification5                                   ,A
 5325,doctor5325                                       ,Speci6             ,   1005.00,9000005325    ,  6,Qualification6                                   ,D
 5326,doctor5326                                       ,Speci7             ,   1006.00,9000005326    ,  7,Qualification7                                   ,A
 5327,doctor5327                                       ,Speci8             ,   1007.00,9000005327    ,  8,Qualification8                                   ,D
 5328,doctor5328                                       ,Speci9             ,   1008.00,9000005328    ,  9,Qualification9                                   ,A
 5329,doctor5329                                       ,Speci10            ,   1009.00,9000005329    , 10,Qualification10                                  ,D
 5330,doctor5330                                       ,Speci1             ,   1000.00,9000005330    ,  1,Qualification1                                   ,A
 5331,doctor5331                                       ,Speci2             ,   1001.00,9000005331    ,  2,Qualification2                                   ,D
 5332,doctor5332                                       ,Speci3             ,   1002.00,9000005332    ,  3,Qualification3                                   ,A
 5333,doctor5333                                       ,Speci4             ,   1003.00,9000005333    ,  4,Qualification4                                   ,D
 5334,doctor5334                                       ,Speci5             ,   1004.00,9000005334    ,  5,Qualification5                                   ,A
 5335,doctor5335                                       ,Speci6             ,   1005.00,9000005335    ,  6,Qualification6                                   ,D
 5336,doctor5336                                       ,Speci7             ,   1006.00,9000005336    ,  7,Qualification7                                   ,A
 5337,doctor5337                                       ,Speci8             ,   1007.00,9000005337    ,  8,Qualification8                                   ,D
 5338,doctor5338                                       ,Speci9             ,   1008.00,9000005338    ,  9,Qualification9                                   ,A
 5339,doctor5339                                       ,Speci10            ,   1009.00,9000005339    , 10,Qualification10                                  ,D
 5340,doctor5340                                       ,Speci1             ,   1000.00,9000005340    ,  1,Qualification1                                   ,A
 5341,doctor5341                                       ,Speci2             ,   1001.00,9000005341    ,  2,Qualification2                                   ,D
 5342,doctor5342                                       ,Speci3             ,   1002.00,9000005342    ,  3,Qualification3                                   ,A
 5343,doctor5343                                       ,Speci4             ,   1003.00,9000005343    ,  4,Qualification4                                   ,D
 5344,doctor5344                                       ,Speci5             ,   1004.00,9000005344    ,  5,Qualification5                                   ,A
 5345,doctor5345                                       ,Speci6             ,   1005.00,9000005345    ,  6,Qualification6                                   ,D
 5346,doctor5346                                       ,Speci7             ,   1006.00,9000005346    ,  7,Qualification7                                   ,A
 5347,doctor5347                                       ,Speci8             ,   1007.00,9000005347    ,  8,Qualification8                                   ,D
 5348,doctor5348                                       ,Speci9             ,   1008.00,9000005348    ,  9,Qualification9                                   ,A
 5349,doctor5349                                       ,Speci10            ,   1009.00,9000005349    , 10,Qualification10                                  ,D
 5350,doctor5350                                       ,Speci1             ,   1000.00,9000005350    ,  1,Qualification1                                   ,A
 5351,doctor5351                                       ,Speci2             ,   1001.00,9000005351    ,  2,Qualification2                                   ,D
 5352,doctor5352                                       ,Speci3             ,   1002.00,9000005352    ,  3,Qualification3                                   ,A
 5353,doctor5353                                       ,Speci4             ,   1003.00,9000005353    ,  4,Qualification4                                   ,D
 5354,doctor5354                                       ,Speci5             ,   1004.00,9000005354    ,  5,Qualification5                                   ,A
 5355,doctor5355                                       ,Speci6             ,   1005.00,9000005355    ,  6,Qualification6                                   ,D
 5356,doctor5356                                       ,Speci7             ,   1006.00,9000005356    ,  7,Qualification7                                   ,A
 5357,doctor5357                                       ,Speci8             ,   1007.00,9000005357    ,  8,Qualification8                                   ,D
 5358,doctor5358                                       ,Speci9             ,   1008.00,9000005358    ,  9,Qualification9                                   ,A
 5359,doctor5359                                       ,Speci10            ,   1009.00,9000005359    , 10,Qualification10                                  ,D
 5360,doctor5360                                       ,Speci1             ,   1000.00,9000005360    ,  1,Qualification1                                   ,A
 5361,doctor5361                                       ,Speci2             ,   1001.00,9000005361    ,  2,Qualification2                                   ,D
 5362,doctor5362                                       ,Speci3             ,   1002.00,9000005362    ,  3,Qualification3                                   ,A
 5363,doctor5363                                       ,Speci4             ,   1003.00,9000005363    ,  4,Qualification4                                   ,D
 5364,doctor5364                                       ,Speci5             ,   1004.00,9000005364    ,  5,Qualification5                                   ,A
 5365,doctor5365                                       ,Speci6             ,   1005.00,9000005365    ,  6,Qualification6                                   ,D
 5366,doctor5366                                       ,Speci7             ,   1006.00,9000005366    ,  7,Qualification7                                   ,A
 5367,doctor5367                                       ,Speci8             ,   1007.00,9000005367    ,  8,Qualification8                                   ,D
 5368,doctor5368                                       ,Speci9             ,   1008.00,9000005368    ,  9,Qualification9                                   ,A
 5369,doctor5369                                       ,Speci10            ,   1009.00,9000005369    , 10,Qualification10                                  ,D
 5370,doctor5370                                       ,Speci1             ,   1000.00,9000005370    ,  1,Qualification1                                   ,A
 5371,doctor5371                                       ,Speci2             ,   1001.00,9000005371    ,  2,Qualification2                                   ,D
 5372,doctor5372                                       ,Speci3             ,   1002.00,9000005372    ,  3,Qualification3                                   ,A
 5373,doctor5373                                       ,Speci4             ,   1003.00,9000005373    ,  4,Qualification4                                   ,D
 5374,doctor5374                                       ,Speci5             ,   1004.00,9000005374    ,  5,Qualification5                                   ,A
 5375,doctor5375                                       ,Speci6             ,   1005.00,9000005375    ,  6,Qualification6                                   ,D
 5376,doctor5376                                       ,Speci7             ,   1006.00,9000005376    ,  7,Qualification7                                   ,A
 5377,doctor5377                                       ,Speci8             ,   1007.00,9000005377    ,  8,Qualification8                                   ,D
 5378,doctor5378                                       ,Speci9             ,   1008.00,9000005378    ,  9,Qualification9                                   ,A
 5379,doctor5379                                       ,Speci10            ,   1009.00,9000005379    , 10,Qualification10                                  ,D
 5380,doctor5380                                       ,Speci1             ,   1000.00,9000005380    ,  1,Qualification1                                   ,A
 5381,doctor5381                                       ,Speci2             ,   1001.00,9000005381    ,  2,Qualification2                                   ,D
 5382,doctor5382                                       ,Speci3             ,   1002.00,9000005382    ,  3,Qualification3                                   ,A
 5383,doctor5383                                       ,Speci4             ,   1003.00,9000005383    ,  4,Qualification4                                   ,D
 5384,doctor5384                                       ,Speci5             ,   1004.00,9000005384    ,  5,Qualification5                                   ,A
 5385,doctor5385                                       ,Speci6             ,   1005.00,9000005385    ,  6,Qualification6                                   ,D
 5386,doctor5386                                       ,Speci7             ,   1006.00,9000005386    ,  7,Qualification7                                   ,A
 5387,doctor5387                                       ,Speci8             ,   1007.00,9000005387    ,  8,Qualification8                                   ,D
 5388,doctor5388                                       ,Speci9             ,   1008.00,9000005388    ,  9,Qualification9                                   ,A
 5389,doctor5389                                       ,Speci10            ,   1009.00,9000005389    , 10,Qualification10                                  ,D
 5390,doctor5390                                       ,Speci1             ,   1000.00,9000005390    ,  1,Qualification1                                   ,A
 5391,doctor5391                                       ,Speci2             ,   1001.00,9000005391    ,  2,Qualification2                                   ,D
 5392,doctor5392                                       ,Speci3             ,   1002.00,9000005392    ,  3,Qualification3                                   ,A
 5393,doctor5393                                       ,Speci4             ,   1003.00,9000005393    ,  4,Qualification4                                   ,D
 5394,doctor5394                                       ,Speci5             ,   1004.00,9000005394    ,  5,Qualification5                                   ,A
 5395,doctor5395                                       ,Speci6             ,   1005.00,9000005395    ,  6,Qualification6                                   ,D
 5396,doctor5396                                       ,Speci7             ,   1006.00,9000005396    ,  7,Qualification7                                   ,A
 5397,doctor5397                                       ,Speci8             ,   1007.00,9000005397    ,  8,Qualification8                                   ,D
 5398,doctor5398                                       ,Speci9             ,   1008.00,9000005398    ,  9,Qualification9                                   ,A
 5399,doctor5399                                       ,Speci10            ,   1009.00,9000005399    , 10,Qualification10                                  ,D
 5400,doctor5400                                       ,Speci1             ,   1000.00,9000005400    ,  1,Qualification1                                   ,A
 5401,doctor5401                                       ,Speci2             ,   1001.00,9000005401    ,  2,Qualification2                                   ,D
 5402,doctor5402                                       ,Speci3             ,   1002.00,9000005402    ,  3,Qualification3                                   ,A
 5403,doctor5403                                       ,Speci4             ,   1003.00,9000005403    ,  4,Qualification4                                   ,D
 5404,doctor5404                                       ,Speci5             ,   1004.00,9000005404    ,  5,Qualification5                                   ,A
 5405,doctor5405                                       ,Speci6             ,   1005.00,9000005405    ,  6,Qualification6                                   ,D
 5406,doctor5406                                       ,Speci7             ,   1006.00,9000005406    ,  7,Qualification7                                   ,A
 5407,doctor5407                                       ,Speci8             ,   1007.00,9000005407    ,  8,Qualification8                                   ,D
 5408,doctor5408                                       ,Speci9             ,   1008.00,9000005408    ,  9,Qualification9                                   ,A
 5409,doctor5409                                       ,Speci10            ,   1009.00,9000005409    , 10,Qualification10                                  ,D
 5410,doctor5410                                       ,Speci1             ,   1000.00,9000005410    ,  1,Qualification1                                   ,A
 5411,doctor5411                                       ,Speci2             ,   1001.00,9000005411    ,  2,Qualification2                                   ,D
 5412,doctor5412                                       ,Speci3             ,   1002.00,9000005412    ,  3,Qualification3                                   ,A
 5413,doctor5413                                       ,Speci4             ,   1003.00,9000005413    ,  4,Qualification4                                   ,D
 5414,doctor5414                                       ,Speci5             ,   1004.00,9000005414    ,  5,Qualification5                                   ,A
 5415,doctor5415                                       ,Speci6             ,   1005.00,9000005415    ,  6,Qualification6                                   ,D
 5416,doctor5416                                       ,Speci7             ,   1006.00,9000005416    ,  7,Qualification7                                   ,A
 5417,doctor5417                                       ,Speci8             ,   1007.00,9000005417    ,  8,Qualification8                                   ,D
 5418,doctor5418                                       ,Speci9             ,   1008.00,9000005418    ,  9,Qualification9                                   ,A
 5419,doctor5419                                       ,Speci10            ,   1009.00,9000005419    , 10,Qualification10                                  ,D
 5420,doctor5420                                       ,Speci1             ,   1000.00,9000005420    ,  1,Qualification1                                   ,A
 5421,doctor5421                                       ,Speci2             ,   1001.00,9000005421    ,  2,Qualification2                                   ,D
 5422,doctor5422                                       ,Speci3             ,   1002.00,9000005422    ,  3,Qualification3                                   ,A
 5423,doctor5423                                       ,Speci4             ,   1003.00,9000005423    ,  4,Qualification4                                   ,D
 5424,doctor5424                                       ,Speci5             ,   1004.00,9000005424    ,  5,Qualification5                                   ,A
 5425,doctor5425                                       ,Speci6             ,   1005.00,9000005425    ,  6,Qualification6                                   ,D
 5426,doctor5426                                       ,Speci7             ,   1006.00,9000005426    ,  7,Qualification7                                   ,A
 5427,doctor5427                                       ,Speci8             ,   1007.00,9000005427    ,  8,Qualification8                                   ,D
